,REF_DATE,GEO,Dairy distribution,VECTOR,VALUE,TERMINATED
21122,2012-08,Newfoundland and Labrador,Industrial purposes,v382168,1267,0
21124,2012-08,Prince Edward Island,"Milk sold off farms, total",v382173,8687,0
21125,2012-08,Prince Edward Island,Fluid purposes,v382174,1214,0
21126,2012-08,Prince Edward Island,Industrial purposes,v382175,7474,0
21128,2012-08,Nova Scotia,"Milk sold off farms, total",v382180,14849,0
21129,2012-08,Nova Scotia,Fluid purposes,v382181,8146,0
21130,2012-08,Nova Scotia,Industrial purposes,v382182,6702,0
21132,2012-08,New Brunswick,"Milk sold off farms, total",v382187,11428,0
21133,2012-08,New Brunswick,Fluid purposes,v382188,5288,0
21134,2012-08,New Brunswick,Industrial purposes,v382189,6140,0
21136,2012-08,Quebec,"Milk sold off farms, total",v382194,246166,0
21137,2012-08,Quebec,Fluid purposes,v382195,54399,0
21138,2012-08,Quebec,Industrial purposes,v382196,191767,0
21140,2012-08,Ontario,"Milk sold off farms, total",v382201,221757,0
21141,2012-08,Ontario,Fluid purposes,v382202,95295,0
21142,2012-08,Ontario,Industrial purposes,v382203,126462,0
21144,2012-08,Manitoba,"Milk sold off farms, total",v382208,28742,0
21145,2012-08,Manitoba,Fluid purposes,v382209,10270,0
21146,2012-08,Manitoba,Industrial purposes,v382210,18472,0
21148,2012-08,Saskatchewan,"Milk sold off farms, total",v382215,19159,0
21149,2012-08,Saskatchewan,Fluid purposes,v382216,9029,0
21150,2012-08,Saskatchewan,Industrial purposes,v382217,10130,0
21152,2012-08,Alberta,"Milk sold off farms, total",v382222,56606,0
21153,2012-08,Alberta,Fluid purposes,v382223,30668,0
21154,2012-08,Alberta,Industrial purposes,v382224,25938,0
21156,2012-08,British Columbia,"Milk sold off farms, total",v382162,56779,0
21157,2012-08,British Columbia,Fluid purposes,v382163,28627,0
21158,2012-08,British Columbia,Industrial purposes,v382164,28153,0
21160,2012-09,Canada,"Milk sold off farms, total",v382155,644880,0
21161,2012-09,Canada,Fluid purposes,v382156,241020,0
21162,2012-09,Canada,Industrial purposes,v382157,403861,0
21164,2012-09,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3877,0
21165,2012-09,Newfoundland and Labrador,Fluid purposes,v382167,2714,0
21166,2012-09,Newfoundland and Labrador,Industrial purposes,v382168,1163,0
21168,2012-09,Prince Edward Island,"Milk sold off farms, total",v382173,8474,0
21169,2012-09,Prince Edward Island,Fluid purposes,v382174,1052,0
21170,2012-09,Prince Edward Island,Industrial purposes,v382175,7422,0
21172,2012-09,Nova Scotia,"Milk sold off farms, total",v382180,14455,0
21173,2012-09,Nova Scotia,Fluid purposes,v382181,7802,0
21174,2012-09,Nova Scotia,Industrial purposes,v382182,6653,0
21176,2012-09,New Brunswick,"Milk sold off farms, total",v382187,11102,0
21177,2012-09,New Brunswick,Fluid purposes,v382188,4920,0
21178,2012-09,New Brunswick,Industrial purposes,v382189,6182,0
21180,2012-09,Quebec,"Milk sold off farms, total",v382194,238677,0
21181,2012-09,Quebec,Fluid purposes,v382195,52453,0
21182,2012-09,Quebec,Industrial purposes,v382196,186224,0
21184,2012-09,Ontario,"Milk sold off farms, total",v382201,214203,0
21185,2012-09,Ontario,Fluid purposes,v382202,93147,0
21186,2012-09,Ontario,Industrial purposes,v382203,121056,0
21188,2012-09,Manitoba,"Milk sold off farms, total",v382208,27332,0
21189,2012-09,Manitoba,Fluid purposes,v382209,10255,0
21190,2012-09,Manitoba,Industrial purposes,v382210,17077,0
21192,2012-09,Saskatchewan,"Milk sold off farms, total",v382215,18328,0
21193,2012-09,Saskatchewan,Fluid purposes,v382216,9039,0
21194,2012-09,Saskatchewan,Industrial purposes,v382217,9288,0
21196,2012-09,Alberta,"Milk sold off farms, total",v382222,54020,0
21197,2012-09,Alberta,Fluid purposes,v382223,31361,0
21198,2012-09,Alberta,Industrial purposes,v382224,22659,0
21200,2012-09,British Columbia,"Milk sold off farms, total",v382162,54413,0
21201,2012-09,British Columbia,Fluid purposes,v382163,28277,0
21202,2012-09,British Columbia,Industrial purposes,v382164,26136,0
21204,2012-10,Canada,"Milk sold off farms, total",v382155,664413,0
21205,2012-10,Canada,Fluid purposes,v382156,254155,0
21206,2012-10,Canada,Industrial purposes,v382157,410257,0
21208,2012-10,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4106,0
21209,2012-10,Newfoundland and Labrador,Fluid purposes,v382167,2874,0
21210,2012-10,Newfoundland and Labrador,Industrial purposes,v382168,1232,0
21212,2012-10,Prince Edward Island,"Milk sold off farms, total",v382173,8683,0
21213,2012-10,Prince Edward Island,Fluid purposes,v382174,1116,0
21214,2012-10,Prince Edward Island,Industrial purposes,v382175,7567,0
21216,2012-10,Nova Scotia,"Milk sold off farms, total",v382180,14868,0
21217,2012-10,Nova Scotia,Fluid purposes,v382181,8476,0
21218,2012-10,Nova Scotia,Industrial purposes,v382182,6392,0
21220,2012-10,New Brunswick,"Milk sold off farms, total",v382187,11498,0
21221,2012-10,New Brunswick,Fluid purposes,v382188,5525,0
21222,2012-10,New Brunswick,Industrial purposes,v382189,5972,0
21224,2012-10,Quebec,"Milk sold off farms, total",v382194,246990,0
21225,2012-10,Quebec,Fluid purposes,v382195,57676,0
21226,2012-10,Quebec,Industrial purposes,v382196,189314,0
21228,2012-10,Ontario,"Milk sold off farms, total",v382201,221003,0
21229,2012-10,Ontario,Fluid purposes,v382202,95541,0
21230,2012-10,Ontario,Industrial purposes,v382203,125462,0
21232,2012-10,Manitoba,"Milk sold off farms, total",v382208,27642,0
21233,2012-10,Manitoba,Fluid purposes,v382209,10785,0
21234,2012-10,Manitoba,Industrial purposes,v382210,16857,0
21236,2012-10,Saskatchewan,"Milk sold off farms, total",v382215,18832,0
21237,2012-10,Saskatchewan,Fluid purposes,v382216,9426,0
21238,2012-10,Saskatchewan,Industrial purposes,v382217,9407,0
21240,2012-10,Alberta,"Milk sold off farms, total",v382222,55259,0
21241,2012-10,Alberta,Fluid purposes,v382223,33214,0
21242,2012-10,Alberta,Industrial purposes,v382224,22044,0
21244,2012-10,British Columbia,"Milk sold off farms, total",v382162,55533,0
21245,2012-10,British Columbia,Fluid purposes,v382163,29522,0
21246,2012-10,British Columbia,Industrial purposes,v382164,26011,0
21248,2012-11,Canada,"Milk sold off farms, total",v382155,647910,0
21249,2012-11,Canada,Fluid purposes,v382156,249637,0
21250,2012-11,Canada,Industrial purposes,v382157,398273,0
21252,2012-11,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3840,0
21253,2012-11,Newfoundland and Labrador,Fluid purposes,v382167,2688,0
21254,2012-11,Newfoundland and Labrador,Industrial purposes,v382168,1152,0
21256,2012-11,Prince Edward Island,"Milk sold off farms, total",v382173,8465,0
21257,2012-11,Prince Edward Island,Fluid purposes,v382174,1087,0
21258,2012-11,Prince Edward Island,Industrial purposes,v382175,7379,0
21260,2012-11,Nova Scotia,"Milk sold off farms, total",v382180,14525,0
21261,2012-11,Nova Scotia,Fluid purposes,v382181,8283,0
21262,2012-11,Nova Scotia,Industrial purposes,v382182,6242,0
21264,2012-11,New Brunswick,"Milk sold off farms, total",v382187,11214,0
21265,2012-11,New Brunswick,Fluid purposes,v382188,5300,0
21266,2012-11,New Brunswick,Industrial purposes,v382189,5914,0
21268,2012-11,Quebec,"Milk sold off farms, total",v382194,242477,0
21269,2012-11,Quebec,Fluid purposes,v382195,55136,0
21270,2012-11,Quebec,Industrial purposes,v382196,187340,0
21272,2012-11,Ontario,"Milk sold off farms, total",v382201,214380,0
21273,2012-11,Ontario,Fluid purposes,v382202,95254,0
21274,2012-11,Ontario,Industrial purposes,v382203,119126,0
21276,2012-11,Manitoba,"Milk sold off farms, total",v382208,26570,0
21277,2012-11,Manitoba,Fluid purposes,v382209,10811,0
21278,2012-11,Manitoba,Industrial purposes,v382210,15759,0
21280,2012-11,Saskatchewan,"Milk sold off farms, total",v382215,18358,0
21281,2012-11,Saskatchewan,Fluid purposes,v382216,9409,0
21282,2012-11,Saskatchewan,Industrial purposes,v382217,8949,0
21284,2012-11,Alberta,"Milk sold off farms, total",v382222,53671,0
21285,2012-11,Alberta,Fluid purposes,v382223,33170,0
21286,2012-11,Alberta,Industrial purposes,v382224,20501,0
21288,2012-11,British Columbia,"Milk sold off farms, total",v382162,54411,0
21289,2012-11,British Columbia,Fluid purposes,v382163,28500,0
21290,2012-11,British Columbia,Industrial purposes,v382164,25911,0
21292,2012-12,Canada,"Milk sold off farms, total",v382155,674730,0
21293,2012-12,Canada,Fluid purposes,v382156,252497,0
21294,2012-12,Canada,Industrial purposes,v382157,422232,0
21296,2012-12,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4002,0
21297,2012-12,Newfoundland and Labrador,Fluid purposes,v382167,2801,0
21298,2012-12,Newfoundland and Labrador,Industrial purposes,v382168,1201,0
21300,2012-12,Prince Edward Island,"Milk sold off farms, total",v382173,8888,0
21301,2012-12,Prince Edward Island,Fluid purposes,v382174,1104,0
21302,2012-12,Prince Edward Island,Industrial purposes,v382175,7784,0
21304,2012-12,Nova Scotia,"Milk sold off farms, total",v382180,15062,0
21305,2012-12,Nova Scotia,Fluid purposes,v382181,8538,0
21306,2012-12,Nova Scotia,Industrial purposes,v382182,6524,0
21308,2012-12,New Brunswick,"Milk sold off farms, total",v382187,11872,0
21309,2012-12,New Brunswick,Fluid purposes,v382188,5342,0
21310,2012-12,New Brunswick,Industrial purposes,v382189,6530,0
21312,2012-12,Quebec,"Milk sold off farms, total",v382194,252531,0
21313,2012-12,Quebec,Fluid purposes,v382195,54982,0
21314,2012-12,Quebec,Industrial purposes,v382196,197549,0
21316,2012-12,Ontario,"Milk sold off farms, total",v382201,221215,0
21317,2012-12,Ontario,Fluid purposes,v382202,96236,0
21318,2012-12,Ontario,Industrial purposes,v382203,124979,0
21320,2012-12,Manitoba,"Milk sold off farms, total",v382208,27438,0
21321,2012-12,Manitoba,Fluid purposes,v382209,11348,0
21322,2012-12,Manitoba,Industrial purposes,v382210,16090,0
21324,2012-12,Saskatchewan,"Milk sold off farms, total",v382215,19453,0
21325,2012-12,Saskatchewan,Fluid purposes,v382216,9590,0
21326,2012-12,Saskatchewan,Industrial purposes,v382217,9863,0
21328,2012-12,Alberta,"Milk sold off farms, total",v382222,56672,0
21329,2012-12,Alberta,Fluid purposes,v382223,33025,0
21330,2012-12,Alberta,Industrial purposes,v382224,23648,0
21332,2012-12,British Columbia,"Milk sold off farms, total",v382162,57597,0
21333,2012-12,British Columbia,Fluid purposes,v382163,29532,0
21334,2012-12,British Columbia,Industrial purposes,v382164,28065,0
21336,2013-01,Canada,"Milk sold off farms, total",v382155,676733,0
21337,2013-01,Canada,Fluid purposes,v382156,246045,0
21338,2013-01,Canada,Industrial purposes,v382157,430688,0
21340,2013-01,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4085,0
21341,2013-01,Newfoundland and Labrador,Fluid purposes,v382167,3332,0
21342,2013-01,Newfoundland and Labrador,Industrial purposes,v382168,753,0
21344,2013-01,Prince Edward Island,"Milk sold off farms, total",v382173,8802,0
21345,2013-01,Prince Edward Island,Fluid purposes,v382174,1066,0
21346,2013-01,Prince Edward Island,Industrial purposes,v382175,7736,0
21348,2013-01,Nova Scotia,"Milk sold off farms, total",v382180,15256,0
21349,2013-01,Nova Scotia,Fluid purposes,v382181,7920,0
21350,2013-01,Nova Scotia,Industrial purposes,v382182,7336,0
21352,2013-01,New Brunswick,"Milk sold off farms, total",v382187,11049,0
21353,2013-01,New Brunswick,Fluid purposes,v382188,5267,0
21354,2013-01,New Brunswick,Industrial purposes,v382189,5782,0
21356,2013-01,Quebec,"Milk sold off farms, total",v382194,253789,0
21357,2013-01,Quebec,Fluid purposes,v382195,53335,0
21358,2013-01,Quebec,Industrial purposes,v382196,200454,0
21360,2013-01,Ontario,"Milk sold off farms, total",v382201,220019,0
21361,2013-01,Ontario,Fluid purposes,v382202,94965,0
21362,2013-01,Ontario,Industrial purposes,v382203,125054,0
21364,2013-01,Manitoba,"Milk sold off farms, total",v382208,27642,0
21365,2013-01,Manitoba,Fluid purposes,v382209,10540,0
21366,2013-01,Manitoba,Industrial purposes,v382210,17102,0
21368,2013-01,Saskatchewan,"Milk sold off farms, total",v382215,19944,0
21369,2013-01,Saskatchewan,Fluid purposes,v382216,9215,0
21370,2013-01,Saskatchewan,Industrial purposes,v382217,10730,0
21372,2013-01,Alberta,"Milk sold off farms, total",v382222,57728,0
21373,2013-01,Alberta,Fluid purposes,v382223,32123,0
21374,2013-01,Alberta,Industrial purposes,v382224,25605,0
21376,2013-01,British Columbia,"Milk sold off farms, total",v382162,58418,0
21377,2013-01,British Columbia,Fluid purposes,v382163,28282,0
21378,2013-01,British Columbia,Industrial purposes,v382164,30136,0
21380,2013-02,Canada,"Milk sold off farms, total",v382155,611131,0
21381,2013-02,Canada,Fluid purposes,v382156,226566,0
21382,2013-02,Canada,Industrial purposes,v382157,384565,0
21384,2013-02,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3791,0
21385,2013-02,Newfoundland and Labrador,Fluid purposes,v382167,2989,0
21386,2013-02,Newfoundland and Labrador,Industrial purposes,v382168,802,0
21388,2013-02,Prince Edward Island,"Milk sold off farms, total",v382173,7921,0
21389,2013-02,Prince Edward Island,Fluid purposes,v382174,1003,0
21390,2013-02,Prince Edward Island,Industrial purposes,v382175,6918,0
21392,2013-02,Nova Scotia,"Milk sold off farms, total",v382180,13723,0
21393,2013-02,Nova Scotia,Fluid purposes,v382181,7471,0
21394,2013-02,Nova Scotia,Industrial purposes,v382182,6252,0
21396,2013-02,New Brunswick,"Milk sold off farms, total",v382187,10795,0
21397,2013-02,New Brunswick,Fluid purposes,v382188,4828,0
21398,2013-02,New Brunswick,Industrial purposes,v382189,5967,0
21400,2013-02,Quebec,"Milk sold off farms, total",v382194,229572,0
21401,2013-02,Quebec,Fluid purposes,v382195,50734,0
21402,2013-02,Quebec,Industrial purposes,v382196,178838,0
21404,2013-02,Ontario,"Milk sold off farms, total",v382201,197689,0
21405,2013-02,Ontario,Fluid purposes,v382202,86771,0
21406,2013-02,Ontario,Industrial purposes,v382203,110918,0
21408,2013-02,Manitoba,"Milk sold off farms, total",v382208,24688,0
21409,2013-02,Manitoba,Fluid purposes,v382209,9566,0
21410,2013-02,Manitoba,Industrial purposes,v382210,15122,0
21412,2013-02,Saskatchewan,"Milk sold off farms, total",v382215,18177,0
21413,2013-02,Saskatchewan,Fluid purposes,v382216,8382,0
21414,2013-02,Saskatchewan,Industrial purposes,v382217,9795,0
21416,2013-02,Alberta,"Milk sold off farms, total",v382222,51905,0
21417,2013-02,Alberta,Fluid purposes,v382223,29160,0
21418,2013-02,Alberta,Industrial purposes,v382224,22745,0
21420,2013-02,British Columbia,"Milk sold off farms, total",v382162,52871,0
21421,2013-02,British Columbia,Fluid purposes,v382163,25663,0
21422,2013-02,British Columbia,Industrial purposes,v382164,27208,0
21424,2013-03,Canada,"Milk sold off farms, total",v382155,673937,0
21425,2013-03,Canada,Fluid purposes,v382156,243562,0
21426,2013-03,Canada,Industrial purposes,v382157,430375,0
21428,2013-03,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4119,0
21429,2013-03,Newfoundland and Labrador,Fluid purposes,v382167,3229,0
21430,2013-03,Newfoundland and Labrador,Industrial purposes,v382168,890,0
21432,2013-03,Prince Edward Island,"Milk sold off farms, total",v382173,8816,0
21433,2013-03,Prince Edward Island,Fluid purposes,v382174,1031,0
21434,2013-03,Prince Edward Island,Industrial purposes,v382175,7785,0
21436,2013-03,Nova Scotia,"Milk sold off farms, total",v382180,15185,0
21437,2013-03,Nova Scotia,Fluid purposes,v382181,7936,0
21438,2013-03,Nova Scotia,Industrial purposes,v382182,7249,0
21440,2013-03,New Brunswick,"Milk sold off farms, total",v382187,11791,0
21441,2013-03,New Brunswick,Fluid purposes,v382188,5106,0
21442,2013-03,New Brunswick,Industrial purposes,v382189,6685,0
21444,2013-03,Quebec,"Milk sold off farms, total",v382194,253857,0
21445,2013-03,Quebec,Fluid purposes,v382195,53428,0
21446,2013-03,Quebec,Industrial purposes,v382196,200429,0
21448,2013-03,Ontario,"Milk sold off farms, total",v382201,218045,0
21449,2013-03,Ontario,Fluid purposes,v382202,95122,0
21450,2013-03,Ontario,Industrial purposes,v382203,122923,0
21452,2013-03,Manitoba,"Milk sold off farms, total",v382208,27372,0
21453,2013-03,Manitoba,Fluid purposes,v382209,10156,0
21454,2013-03,Manitoba,Industrial purposes,v382210,17216,0
21456,2013-03,Saskatchewan,"Milk sold off farms, total",v382215,19960,0
21457,2013-03,Saskatchewan,Fluid purposes,v382216,9190,0
21458,2013-03,Saskatchewan,Industrial purposes,v382217,10771,0
21460,2013-03,Alberta,"Milk sold off farms, total",v382222,56984,0
21461,2013-03,Alberta,Fluid purposes,v382223,30058,0
21462,2013-03,Alberta,Industrial purposes,v382224,26927,0
21464,2013-03,British Columbia,"Milk sold off farms, total",v382162,57807,0
21465,2013-03,British Columbia,Fluid purposes,v382163,28306,0
21466,2013-03,British Columbia,Industrial purposes,v382164,29501,0
21468,2013-04,Canada,"Milk sold off farms, total",v382155,650343,0
21469,2013-04,Canada,Fluid purposes,v382156,241392,0
21470,2013-04,Canada,Industrial purposes,v382157,408951,0
21471,2013-04,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3982,0
21472,2013-04,Newfoundland and Labrador,Fluid purposes,v382167,3173,0
21473,2013-04,Newfoundland and Labrador,Industrial purposes,v382168,809,0
21474,2013-04,Prince Edward Island,"Milk sold off farms, total",v382173,8589,0
21475,2013-04,Prince Edward Island,Fluid purposes,v382174,1061,0
21476,2013-04,Prince Edward Island,Industrial purposes,v382175,7528,0
21477,2013-04,Nova Scotia,"Milk sold off farms, total",v382180,14617,0
21478,2013-04,Nova Scotia,Fluid purposes,v382181,7994,0
21479,2013-04,Nova Scotia,Industrial purposes,v382182,6623,0
